Country,Happiness.Rank,Happiness.Score,Number of Records,Factors,Values,Year
Zimbabwe,138,3.88,1,Health.Life.Expectancy,0.2,2017
Lesotho,139,3.81,1,Absence.of.Corruption,0.12,2017
Lesotho,139,3.81,1,Economy..GDP.per.Capita.,0.52,2017
Lesotho,139,3.81,1,Family.Support,1.19,2017
Lesotho,139,3.81,1,Freedom,0.39,2017
Lesotho,139,3.81,1,Generosity,0.16,2017
Lesotho,139,3.81,1,Health.Life.Expectancy,0,2017
Angola,140,3.8,1,Absence.of.Corruption,0.07,2017
Angola,140,3.8,1,Economy..GDP.per.Capita.,0.86,2017
Angola,140,3.8,1,Family.Support,1.1,2017
Angola,140,3.8,1,Freedom,0,2017
Angola,140,3.8,1,Generosity,0.1,2017
Angola,140,3.8,1,Health.Life.Expectancy,0.05,2017
Afghanistan,141,3.79,1,Absence.of.Corruption,0.06,2017
Afghanistan,141,3.79,1,Economy..GDP.per.Capita.,0.4,2017
Afghanistan,141,3.79,1,Family.Support,0.58,2017
Afghanistan,141,3.79,1,Freedom,0.11,2017
Afghanistan,141,3.79,1,Generosity,0.31,2017
Afghanistan,141,3.79,1,Health.Life.Expectancy,0.18,2017
Botswana,142,3.77,1,Absence.of.Corruption,0.1,2017
Botswana,142,3.77,1,Economy..GDP.per.Capita.,1.12,2017
Botswana,142,3.77,1,Family.Support,1.22,2017
Botswana,142,3.77,1,Freedom,0.51,2017
Botswana,142,3.77,1,Generosity,0.1,2017
Botswana,142,3.77,1,Health.Life.Expectancy,0.34,2017
Benin,143,3.66,1,Absence.of.Corruption,0.06,2017
Benin,143,3.66,1,Economy..GDP.per.Capita.,0.43,2017
Benin,143,3.66,1,Family.Support,0.44,2017
Benin,143,3.66,1,Freedom,0.43,2017
Benin,143,3.66,1,Generosity,0.21,2017
Benin,143,3.66,1,Health.Life.Expectancy,0.21,2017
Madagascar,144,3.64,1,Absence.of.Corruption,0.07,2017
Madagascar,144,3.64,1,Economy..GDP.per.Capita.,0.31,2017
Madagascar,144,3.64,1,Family.Support,0.91,2017
Madagascar,144,3.64,1,Freedom,0.19,2017
Madagascar,144,3.64,1,Generosity,0.21,2017
Madagascar,144,3.64,1,Health.Life.Expectancy,0.38,2017
Haiti,145,3.6,1,Absence.of.Corruption,0.1,2017
Haiti,145,3.6,1,Economy..GDP.per.Capita.,0.37,2017
Haiti,145,3.6,1,Family.Support,0.64,2017
Haiti,145,3.6,1,Freedom,0.03,2017
Haiti,145,3.6,1,Generosity,0.49,2017
Haiti,145,3.6,1,Health.Life.Expectancy,0.28,2017
Yemen,146,3.59,1,Absence.of.Corruption,0.06,2017
Yemen,146,3.59,1,Economy..GDP.per.Capita.,0.59,2017
Yemen,146,3.59,1,Family.Support,0.94,2017
Yemen,146,3.59,1,Freedom,0.25,2017
Yemen,146,3.59,1,Generosity,0.1,2017
Yemen,146,3.59,1,Health.Life.Expectancy,0.31,2017
South Sudan,147,3.59,1,Absence.of.Corruption,0.12,2017
South Sudan,147,3.59,1,Economy..GDP.per.Capita.,0.4,2017
South Sudan,147,3.59,1,Family.Support,0.6,2017
South Sudan,147,3.59,1,Freedom,0.15,2017
South Sudan,147,3.59,1,Generosity,0.29,2017
South Sudan,147,3.59,1,Health.Life.Expectancy,0.16,2017
Liberia,148,3.53,1,Absence.of.Corruption,0.04,2017
Liberia,148,3.53,1,Economy..GDP.per.Capita.,0.12,2017
Liberia,148,3.53,1,Family.Support,0.87,2017
Liberia,148,3.53,1,Freedom,0.33,2017
Liberia,148,3.53,1,Generosity,0.27,2017
Liberia,148,3.53,1,Health.Life.Expectancy,0.23,2017
Guinea,149,3.51,1,Absence.of.Corruption,0.11,2017
Guinea,149,3.51,1,Economy..GDP.per.Capita.,0.24,2017
Guinea,149,3.51,1,Family.Support,0.79,2017
Guinea,149,3.51,1,Freedom,0.35,2017
Guinea,149,3.51,1,Generosity,0.26,2017
Guinea,149,3.51,1,Health.Life.Expectancy,0.19,2017
Togo,150,3.49,1,Absence.of.Corruption,0.1,2017
Togo,150,3.49,1,Economy..GDP.per.Capita.,0.31,2017
Togo,150,3.49,1,Family.Support,0.43,2017
Togo,150,3.49,1,Freedom,0.38,2017
Togo,150,3.49,1,Generosity,0.2,2017
Togo,150,3.49,1,Health.Life.Expectancy,0.25,2017
Rwanda,151,3.47,1,Absence.of.Corruption,0.46,2017
Rwanda,151,3.47,1,Economy..GDP.per.Capita.,0.37,2017
Rwanda,151,3.47,1,Family.Support,0.95,2017
Rwanda,151,3.47,1,Freedom,0.58,2017
Rwanda,151,3.47,1,Generosity,0.25,2017
Rwanda,151,3.47,1,Health.Life.Expectancy,0.33,2017
Syria,152,3.46,1,Absence.of.Corruption,0.15,2017
Syria,152,3.46,1,Economy..GDP.per.Capita.,0.78,2017
Syria,152,3.46,1,Family.Support,0.4,2017
Syria,152,3.46,1,Freedom,0.08,2017
Syria,152,3.46,1,Generosity,0.49,2017
Syria,152,3.46,1,Health.Life.Expectancy,0.5,2017
Tanzania,153,3.35,1,Absence.of.Corruption,0.07,2017
Tanzania,153,3.35,1,Economy..GDP.per.Capita.,0.51,2017
Tanzania,153,3.35,1,Family.Support,1.04,2017
Tanzania,153,3.35,1,Freedom,0.39,2017
Tanzania,153,3.35,1,Generosity,0.35,2017
Tanzania,153,3.35,1,Health.Life.Expectancy,0.36,2017
Burundi,154,2.9,1,Absence.of.Corruption,0.08,2017
Burundi,154,2.9,1,Economy..GDP.per.Capita.,0.09,2017
Burundi,154,2.9,1,Family.Support,0.63,2017
Burundi,154,2.9,1,Freedom,0.06,2017
Burundi,154,2.9,1,Generosity,0.2,2017
Burundi,154,2.9,1,Health.Life.Expectancy,0.15,2017
Central African Republic,155,2.69,1,Absence.of.Corruption,0.06,2017
Central African Republic,155,2.69,1,Economy..GDP.per.Capita.,0,2017
Central African Republic,155,2.69,1,Family.Support,0,2017
Central African Republic,155,2.69,1,Freedom,0.27,2017
Central African Republic,155,2.69,1,Generosity,0.28,2017
Central African Republic,155,2.69,1,Health.Life.Expectancy,0.02,2017
Finland,1,7.63,1,Absence.of.Corruption,0.39,2018
Finland,1,7.63,1,Economy..GDP.per.Capita.,1.3,2018
Finland,1,7.63,1,Family.Support,1.59,2018
Finland,1,7.63,1,Freedom,0.68,2018
Finland,1,7.63,1,Generosity,0.2,2018
Finland,1,7.63,1,Health.Life.Expectancy,0.87,2018
Norway,2,7.59,1,Absence.of.Corruption,0.34,2018
Norway,2,7.59,1,Economy..GDP.per.Capita.,1.46,2018
Norway,2,7.59,1,Family.Support,1.58,2018
Norway,2,7.59,1,Freedom,0.69,2018
Norway,2,7.59,1,Generosity,0.29,2018
Norway,2,7.59,1,Health.Life.Expectancy,0.86,2018
Denmark,3,7.55,1,Absence.of.Corruption,0.41,2018
Denmark,3,7.55,1,Economy..GDP.per.Capita.,1.35,2018
Denmark,3,7.55,1,Family.Support,1.59,2018
Denmark,3,7.55,1,Freedom,0.68,2018
Denmark,3,7.55,1,Generosity,0.28,2018
Denmark,3,7.55,1,Health.Life.Expectancy,0.87,2018
Iceland,4,7.5,1,Absence.of.Corruption,0.14,2018
Iceland,4,7.5,1,Economy..GDP.per.Capita.,1.34,2018
Iceland,4,7.5,1,Family.Support,1.64,2018
Iceland,4,7.5,1,Freedom,0.68,2018
Iceland,4,7.5,1,Generosity,0.35,2018
Iceland,4,7.5,1,Health.Life.Expectancy,0.91,2018
Switzerland,5,7.49,1,Absence.of.Corruption,0.36,2018
Switzerland,5,7.49,1,Economy..GDP.per.Capita.,1.42,2018
Switzerland,5,7.49,1,Family.Support,1.55,2018
Switzerland,5,7.49,1,Freedom,0.66,2018
Switzerland,5,7.49,1,Generosity,0.26,2018
Switzerland,5,7.49,1,Health.Life.Expectancy,0.93,2018
Netherlands,6,7.44,1,Absence.of.Corruption,0.3,2018
Netherlands,6,7.44,1,Economy..GDP.per.Capita.,1.36,2018
Netherlands,6,7.44,1,Family.Support,1.49,2018
Netherlands,6,7.44,1,Freedom,0.64,2018
Netherlands,6,7.44,1,Generosity,0.33,2018
Netherlands,6,7.44,1,Health.Life.Expectancy,0.88,2018
Canada,7,7.33,1,Absence.of.Corruption,0.29,2018
Canada,7,7.33,1,Economy..GDP.per.Capita.,1.33,2018
Canada,7,7.33,1,Family.Support,1.53,2018
Canada,7,7.33,1,Freedom,0.65,2018
Canada,7,7.33,1,Generosity,0.32,2018
Canada,7,7.33,1,Health.Life.Expectancy,0.9,2018
New Zealand,8,7.32,1,Absence.of.Corruption,0.39,2018
New Zealand,8,7.32,1,Economy..GDP.per.Capita.,1.27,2018
New Zealand,8,7.32,1,Family.Support,1.6,2018
New Zealand,8,7.32,1,Freedom,0.67,2018
New Zealand,8,7.32,1,Generosity,0.36,2018
New Zealand,8,7.32,1,Health.Life.Expectancy,0.88,2018
Sweden,9,7.31,1,Absence.of.Corruption,0.38,2018
Sweden,9,7.31,1,Economy..GDP.per.Capita.,1.36,2018
Sweden,9,7.31,1,Family.Support,1.5,2018
Sweden,9,7.31,1,Freedom,0.66,2018
Sweden,9,7.31,1,Generosity,0.28,2018
Sweden,9,7.31,1,Health.Life.Expectancy,0.91,2018
Australia,10,7.27,1,Absence.of.Corruption,0.3,2018
Australia,10,7.27,1,Economy..GDP.per.Capita.,1.34,2018
Australia,10,7.27,1,Family.Support,1.57,2018
Australia,10,7.27,1,Freedom,0.65,2018
Australia,10,7.27,1,Generosity,0.36,2018
Australia,10,7.27,1,Health.Life.Expectancy,0.91,2018
United Kingdom,11,7.19,1,Absence.of.Corruption,0.08,2018
United Kingdom,11,7.19,1,Economy..GDP.per.Capita.,1.24,2018
United Kingdom,11,7.19,1,Family.Support,1.43,2018
United Kingdom,11,7.19,1,Freedom,0.46,2018
United Kingdom,11,7.19,1,Generosity,0.26,2018
United Kingdom,11,7.19,1,Health.Life.Expectancy,0.89,2018
Austria,12,7.14,1,Absence.of.Corruption,0.22,2018
Austria,12,7.14,1,Economy..GDP.per.Capita.,1.34,2018
Austria,12,7.14,1,Family.Support,1.5,2018
Austria,12,7.14,1,Freedom,0.62,2018
Austria,12,7.14,1,Generosity,0.24,2018
Austria,12,7.14,1,Health.Life.Expectancy,0.89,2018
Costa Rica,13,7.07,1,Absence.of.Corruption,0.1,2018
Costa Rica,13,7.07,1,Economy..GDP.per.Capita.,1.01,2018
Costa Rica,13,7.07,1,Family.Support,1.46,2018
Costa Rica,13,7.07,1,Freedom,0.63,2018
Costa Rica,13,7.07,1,Generosity,0.14,2018
Costa Rica,13,7.07,1,Health.Life.Expectancy,0.82,2018
Ireland,14,6.98,1,Absence.of.Corruption,0.31,2018
Ireland,14,6.98,1,Economy..GDP.per.Capita.,1.45,2018
Ireland,14,6.98,1,Family.Support,1.58,2018
Ireland,14,6.98,1,Freedom,0.61,2018
Ireland,14,6.98,1,Generosity,0.31,2018
Ireland,14,6.98,1,Health.Life.Expectancy,0.88,2018
Germany,15,6.96,1,Absence.of.Corruption,0.28,2018
Germany,15,6.96,1,Economy..GDP.per.Capita.,1.34,2018
Germany,15,6.96,1,Family.Support,1.47,2018
Germany,15,6.96,1,Freedom,0.59,2018
Germany,15,6.96,1,Generosity,0.27,2018
Germany,15,6.96,1,Health.Life.Expectancy,0.86,2018
Belgium,16,6.93,1,Absence.of.Corruption,0.24,2018
Belgium,16,6.93,1,Economy..GDP.per.Capita.,1.32,2018
Belgium,16,6.93,1,Family.Support,1.48,2018
Belgium,16,6.93,1,Freedom,0.58,2018
Belgium,16,6.93,1,Generosity,0.19,2018
Belgium,16,6.93,1,Health.Life.Expectancy,0.89,2018
Luxembourg,17,6.91,1,Absence.of.Corruption,0.32,2018
Luxembourg,17,6.91,1,Economy..GDP.per.Capita.,1.58,2018
Luxembourg,17,6.91,1,Family.Support,1.52,2018
Luxembourg,17,6.91,1,Freedom,0.63,2018
Luxembourg,17,6.91,1,Generosity,0.2,2018
Luxembourg,17,6.91,1,Health.Life.Expectancy,0.9,2018
United States,18,6.89,1,Absence.of.Corruption,0.13,2018
United States,18,6.89,1,Economy..GDP.per.Capita.,1.4,2018
United States,18,6.89,1,Family.Support,1.47,2018
United States,18,6.89,1,Freedom,0.55,2018
United States,18,6.89,1,Generosity,0.29,2018
United States,18,6.89,1,Health.Life.Expectancy,0.82,2018
Israel,19,6.81,1,Absence.of.Corruption,0.27,2018
Israel,19,6.81,1,Economy..GDP.per.Capita.,1.3,2018
Israel,19,6.81,1,Family.Support,1.56,2018
Israel,19,6.81,1,Freedom,0.53,2018
Israel,19,6.81,1,Generosity,0.35,2018
Israel,19,6.81,1,Health.Life.Expectancy,0.88,2018
United Arab Emirates,20,6.77,1,Absence.of.Corruption,0.32,2018
United Arab Emirates,20,6.77,1,Economy..GDP.per.Capita.,2.1,2018
United Arab Emirates,20,6.77,1,Family.Support,0.78,2018
United Arab Emirates,20,6.77,1,Freedom,0.28,2018
United Arab Emirates,20,6.77,1,Generosity,0.19,2018
United Arab Emirates,20,6.77,1,Health.Life.Expectancy,0.67,2018
Czech Republic,21,6.71,1,Absence.of.Corruption,0.03,2018
Czech Republic,21,6.71,1,Economy..GDP.per.Capita.,1.23,2018
Czech Republic,21,6.71,1,Family.Support,1.49,2018
Czech Republic,21,6.71,1,Freedom,0.54,2018
Czech Republic,21,6.71,1,Generosity,0.06,2018
Czech Republic,21,6.71,1,Health.Life.Expectancy,0.85,2018
Malta,22,6.63,1,Absence.of.Corruption,0.14,2018
Malta,22,6.63,1,Economy..GDP.per.Capita.,1.27,2018
Malta,22,6.63,1,Family.Support,1.52,2018
Malta,22,6.63,1,Freedom,0.64,2018
Malta,22,6.63,1,Generosity,0.38,2018
Malta,22,6.63,1,Health.Life.Expectancy,0.88,2018
France,23,6.49,1,Absence.of.Corruption,0.18,2018
France,23,6.49,1,Economy..GDP.per.Capita.,1.29,2018
France,23,6.49,1,Family.Support,1.47,2018
France,23,6.49,1,Freedom,0.52,2018
France,23,6.49,1,Generosity,0.1,2018
France,23,6.49,1,Health.Life.Expectancy,0.91,2018
Mexico,24,6.49,1,Absence.of.Corruption,0.1,2018
Mexico,24,6.49,1,Economy..GDP.per.Capita.,1.04,2018
Mexico,24,6.49,1,Family.Support,1.25,2018
Mexico,24,6.49,1,Freedom,0.48,2018
Mexico,24,6.49,1,Generosity,0.07,2018
Mexico,24,6.49,1,Health.Life.Expectancy,0.76,2018
Chile,25,6.48,1,Absence.of.Corruption,0.06,2018
Chile,25,6.48,1,Economy..GDP.per.Capita.,1.13,2018
Chile,25,6.48,1,Family.Support,1.33,2018
Chile,25,6.48,1,Freedom,0.43,2018
Chile,25,6.48,1,Generosity,0.2,2018
Chile,25,6.48,1,Health.Life.Expectancy,0.81,2018
Taiwan,26,6.44,1,Absence.of.Corruption,0.08,2018
Taiwan,26,6.44,1,Economy..GDP.per.Capita.,1.36,2018
Taiwan,26,6.44,1,Family.Support,1.44,2018
Taiwan,26,6.44,1,Freedom,0.42,2018
Taiwan,26,6.44,1,Generosity,0.15,2018
Taiwan,26,6.44,1,Health.Life.Expectancy,0.86,2018
Panama,27,6.43,1,Absence.of.Corruption,0.06,2018
Panama,27,6.43,1,Economy..GDP.per.Capita.,1.11,2018
Panama,27,6.43,1,Family.Support,1.44,2018
Panama,27,6.43,1,Freedom,0.6,2018
Panama,27,6.43,1,Generosity,0.12,2018
Panama,27,6.43,1,Health.Life.Expectancy,0.76,2018
Brazil,28,6.42,1,Absence.of.Corruption,0.09,2018
Brazil,28,6.42,1,Economy..GDP.per.Capita.,0.99,2018
Brazil,28,6.42,1,Family.Support,1.47,2018
Brazil,28,6.42,1,Freedom,0.49,2018
Brazil,28,6.42,1,Generosity,0.11,2018
Brazil,28,6.42,1,Health.Life.Expectancy,0.68,2018
Argentina,29,6.39,1,Absence.of.Corruption,0.05,2018
Argentina,29,6.39,1,Economy..GDP.per.Capita.,1.07,2018
Argentina,29,6.39,1,Family.Support,1.47,2018
Argentina,29,6.39,1,Freedom,0.57,2018
Argentina,29,6.39,1,Generosity,0.06,2018
Argentina,29,6.39,1,Health.Life.Expectancy,0.74,2018
Guatemala,30,6.38,1,Absence.of.Corruption,0.07,2018
Guatemala,30,6.38,1,Economy..GDP.per.Capita.,0.78,2018
Guatemala,30,6.38,1,Family.Support,1.27,2018
Guatemala,30,6.38,1,Freedom,0.6,2018
Guatemala,30,6.38,1,Generosity,0.18,2018
Guatemala,30,6.38,1,Health.Life.Expectancy,0.61,2018
Uruguay,31,6.38,1,Absence.of.Corruption,0.16,2018
Uruguay,31,6.38,1,Economy..GDP.per.Capita.,1.09,2018
Uruguay,31,6.38,1,Family.Support,1.46,2018
Uruguay,31,6.38,1,Freedom,0.62,2018
Uruguay,31,6.38,1,Generosity,0.13,2018
Uruguay,31,6.38,1,Health.Life.Expectancy,0.77,2018
Qatar,32,6.37,1,Absence.of.Corruption,0.17,2018
Qatar,32,6.37,1,Economy..GDP.per.Capita.,1.65,2018
Qatar,32,6.37,1,Family.Support,1.3,2018
Qatar,32,6.37,1,Freedom,0.65,2018
Qatar,32,6.37,1,Generosity,0.26,2018
Qatar,32,6.37,1,Health.Life.Expectancy,0.75,2018
Saudi Arabia,33,6.37,1,Absence.of.Corruption,0.13,2018
Saudi Arabia,33,6.37,1,Economy..GDP.per.Capita.,1.38,2018
Saudi Arabia,33,6.37,1,Family.Support,1.33,2018
Saudi Arabia,33,6.37,1,Freedom,0.51,2018
Saudi Arabia,33,6.37,1,Generosity,0.1,2018
Saudi Arabia,33,6.37,1,Health.Life.Expectancy,0.63,2018
Singapore,34,6.34,1,Absence.of.Corruption,0.46,2018
Singapore,34,6.34,1,Economy..GDP.per.Capita.,1.53,2018
Singapore,34,6.34,1,Family.Support,1.45,2018
Singapore,34,6.34,1,Freedom,0.63,2018
Singapore,34,6.34,1,Generosity,0.26,2018
Singapore,34,6.34,1,Health.Life.Expectancy,1.01,2018
Malaysia,35,6.32,1,Absence.of.Corruption,0.06,2018
Malaysia,35,6.32,1,Economy..GDP.per.Capita.,1.16,2018
Malaysia,35,6.32,1,Family.Support,1.26,2018
Malaysia,35,6.32,1,Freedom,0.36,2018
Malaysia,35,6.32,1,Generosity,0.31,2018
Malaysia,35,6.32,1,Health.Life.Expectancy,0.67,2018
Spain,36,6.31,1,Absence.of.Corruption,0.07,2018
Spain,36,6.31,1,Economy..GDP.per.Capita.,1.25,2018
Spain,36,6.31,1,Family.Support,1.54,2018
Spain,36,6.31,1,Freedom,0.45,2018
Spain,36,6.31,1,Generosity,0.14,2018
Spain,36,6.31,1,Health.Life.Expectancy,0.96,2018
Colombia,37,6.26,1,Absence.of.Corruption,0.04,2018
Colombia,37,6.26,1,Economy..GDP.per.Capita.,0.96,2018
Colombia,37,6.26,1,Family.Support,1.44,2018
Colombia,37,6.26,1,Freedom,0.53,2018
Colombia,37,6.26,1,Generosity,0.1,2018
Colombia,37,6.26,1,Health.Life.Expectancy,0.64,2018
Trinidad & Tobago,38,6.19,1,Absence.of.Corruption,0.02,2018
Trinidad & Tobago,38,6.19,1,Economy..GDP.per.Capita.,1.22,2018
Trinidad & Tobago,38,6.19,1,Family.Support,1.49,2018
Trinidad & Tobago,38,6.19,1,Freedom,0.57,2018
Trinidad & Tobago,38,6.19,1,Generosity,0.17,2018
Trinidad & Tobago,38,6.19,1,Health.Life.Expectancy,0.56,2018
Slovakia,39,6.17,1,Absence.of.Corruption,0.01,2018
Slovakia,39,6.17,1,Economy..GDP.per.Capita.,1.21,2018
Slovakia,39,6.17,1,Family.Support,1.54,2018
Slovakia,39,6.17,1,Freedom,0.35,2018
Slovakia,39,6.17,1,Generosity,0.12,2018
Slovakia,39,6.17,1,Health.Life.Expectancy,0.78,2018
El Salvador,40,6.17,1,Absence.of.Corruption,0.08,2018
El Salvador,40,6.17,1,Economy..GDP.per.Capita.,0.81,2018
El Salvador,40,6.17,1,Family.Support,1.23,2018
El Salvador,40,6.17,1,Freedom,0.46,2018
El Salvador,40,6.17,1,Generosity,0.06,2018
El Salvador,40,6.17,1,Health.Life.Expectancy,0.64,2018
Nicaragua,41,6.14,1,Absence.of.Corruption,0.13,2018
Nicaragua,41,6.14,1,Economy..GDP.per.Capita.,0.67,2018
Nicaragua,41,6.14,1,Family.Support,1.32,2018
Nicaragua,41,6.14,1,Freedom,0.53,2018
Nicaragua,41,6.14,1,Generosity,0.21,2018
Nicaragua,41,6.14,1,Health.Life.Expectancy,0.7,2018
Poland,42,6.12,1,Absence.of.Corruption,0.06,2018
Poland,42,6.12,1,Economy..GDP.per.Capita.,1.18,2018
Poland,42,6.12,1,Family.Support,1.45,2018
Poland,42,6.12,1,Freedom,0.55,2018
Poland,42,6.12,1,Generosity,0.11,2018
Poland,42,6.12,1,Health.Life.Expectancy,0.78,2018
Bahrain,43,6.11,1,Absence.of.Corruption,0.12,2018
Bahrain,43,6.11,1,Economy..GDP.per.Capita.,1.34,2018
Bahrain,43,6.11,1,Family.Support,1.37,2018
Bahrain,43,6.11,1,Freedom,0.59,2018
Bahrain,43,6.11,1,Generosity,0.24,2018
Bahrain,43,6.11,1,Health.Life.Expectancy,0.7,2018
Uzbekistan,44,6.1,1,Absence.of.Corruption,0.26,2018
Uzbekistan,44,6.1,1,Economy..GDP.per.Capita.,0.72,2018
Uzbekistan,44,6.1,1,Family.Support,1.58,2018
Uzbekistan,44,6.1,1,Freedom,0.72,2018
Uzbekistan,44,6.1,1,Generosity,0.33,2018
Uzbekistan,44,6.1,1,Health.Life.Expectancy,0.6,2018
Kuwait,45,6.08,1,Absence.of.Corruption,0.11,2018
Kuwait,45,6.08,1,Economy..GDP.per.Capita.,1.47,2018
Kuwait,45,6.08,1,Family.Support,1.3,2018
Kuwait,45,6.08,1,Freedom,0.55,2018
Kuwait,45,6.08,1,Generosity,0.17,2018
Kuwait,45,6.08,1,Health.Life.Expectancy,0.68,2018
Thailand,46,6.07,1,Absence.of.Corruption,0.03,2018
Thailand,46,6.07,1,Economy..GDP.per.Capita.,1.02,2018
Thailand,46,6.07,1,Family.Support,1.42,2018
Thailand,46,6.07,1,Freedom,0.64,2018
Thailand,46,6.07,1,Generosity,0.36,2018
Thailand,46,6.07,1,Health.Life.Expectancy,0.71,2018
Italy,47,6,1,Absence.of.Corruption,0.03,2018
Italy,47,6,1,Economy..GDP.per.Capita.,1.26,2018
Italy,47,6,1,Family.Support,1.5,2018
Italy,47,6,1,Freedom,0.28,2018
Italy,47,6,1,Generosity,0.14,2018
Italy,47,6,1,Health.Life.Expectancy,0.95,2018
Ecuador,48,5.97,1,Absence.of.Corruption,0.12,2018
Ecuador,48,5.97,1,Economy..GDP.per.Capita.,0.89,2018
Ecuador,48,5.97,1,Family.Support,1.33,2018
Ecuador,48,5.97,1,Freedom,0.56,2018
Ecuador,48,5.97,1,Generosity,0.11,2018
Ecuador,48,5.97,1,Health.Life.Expectancy,0.74,2018
Belize,49,5.96,1,Absence.of.Corruption,0.09,2018
Belize,49,5.96,1,Economy..GDP.per.Capita.,0.81,2018
Belize,49,5.96,1,Family.Support,1.1,2018
Belize,49,5.96,1,Freedom,0.59,2018
Belize,49,5.96,1,Generosity,0.18,2018
Belize,49,5.96,1,Health.Life.Expectancy,0.47,2018
Lithuania,50,5.95,1,Absence.of.Corruption,0.01,2018
Lithuania,50,5.95,1,Economy..GDP.per.Capita.,1.2,2018
Lithuania,50,5.95,1,Family.Support,1.53,2018
Lithuania,50,5.95,1,Freedom,0.35,2018
Lithuania,50,5.95,1,Generosity,0.03,2018
Lithuania,50,5.95,1,Health.Life.Expectancy,0.72,2018
Slovenia,51,5.95,1,Absence.of.Corruption,0.05,2018
Slovenia,51,5.95,1,Economy..GDP.per.Capita.,1.22,2018
Slovenia,51,5.95,1,Family.Support,1.51,2018
Slovenia,51,5.95,1,Freedom,0.63,2018
Slovenia,51,5.95,1,Generosity,0.16,2018
Slovenia,51,5.95,1,Health.Life.Expectancy,0.86,2018
Romania,52,5.95,1,Absence.of.Corruption,0,2018
Romania,52,5.95,1,Economy..GDP.per.Capita.,1.12,2018
Romania,52,5.95,1,Family.Support,1.22,2018
Romania,52,5.95,1,Freedom,0.53,2018
Romania,52,5.95,1,Generosity,0.09,2018
Romania,52,5.95,1,Health.Life.Expectancy,0.73,2018
Latvia,53,5.93,1,Absence.of.Corruption,0.07,2018
Latvia,53,5.93,1,Economy..GDP.per.Capita.,1.15,2018
Latvia,53,5.93,1,Family.Support,1.45,2018
Latvia,53,5.93,1,Freedom,0.36,2018
Latvia,53,5.93,1,Generosity,0.09,2018
Latvia,53,5.93,1,Health.Life.Expectancy,0.67,2018
Japan,54,5.92,1,Absence.of.Corruption,0.15,2018
Japan,54,5.92,1,Economy..GDP.per.Capita.,1.29,2018
Japan,54,5.92,1,Family.Support,1.46,2018
Japan,54,5.92,1,Freedom,0.55,2018
Japan,54,5.92,1,Generosity,0.08,2018
Japan,54,5.92,1,Health.Life.Expectancy,0.99,2018
Mauritius,55,5.89,1,Absence.of.Corruption,0.05,2018
Mauritius,55,5.89,1,Economy..GDP.per.Capita.,1.09,2018
Mauritius,55,5.89,1,Family.Support,1.39,2018
Mauritius,55,5.89,1,Freedom,0.58,2018
Mauritius,55,5.89,1,Generosity,0.24,2018
Mauritius,55,5.89,1,Health.Life.Expectancy,0.68,2018
Jamaica,56,5.89,1,Absence.of.Corruption,0.03,2018
Jamaica,56,5.89,1,Economy..GDP.per.Capita.,0.82,2018
Jamaica,56,5.89,1,Family.Support,1.49,2018
Jamaica,56,5.89,1,Freedom,0.57,2018
Jamaica,56,5.89,1,Generosity,0.1,2018
Jamaica,56,5.89,1,Health.Life.Expectancy,0.69,2018
South Korea,57,5.88,1,Absence.of.Corruption,0.05,2018
South Korea,57,5.88,1,Economy..GDP.per.Capita.,1.27,2018
South Korea,57,5.88,1,Family.Support,1.2,2018
South Korea,57,5.88,1,Freedom,0.24,2018
South Korea,57,5.88,1,Generosity,0.18,2018
South Korea,57,5.88,1,Health.Life.Expectancy,0.96,2018
Northern Cyprus,58,5.84,1,Absence.of.Corruption,0.15,2018
Northern Cyprus,58,5.84,1,Economy..GDP.per.Capita.,1.23,2018
Northern Cyprus,58,5.84,1,Family.Support,1.21,2018
Northern Cyprus,58,5.84,1,Freedom,0.5,2018
Northern Cyprus,58,5.84,1,Generosity,0.18,2018
Northern Cyprus,58,5.84,1,Health.Life.Expectancy,0.91,2018
Russia,59,5.81,1,Absence.of.Corruption,0.02,2018
Russia,59,5.81,1,Economy..GDP.per.Capita.,1.15,2018
Russia,59,5.81,1,Family.Support,1.48,2018
Russia,59,5.81,1,Freedom,0.4,2018
Russia,59,5.81,1,Generosity,0.06,2018
Russia,59,5.81,1,Health.Life.Expectancy,0.6,2018
Kazakhstan,60,5.79,1,Absence.of.Corruption,0.12,2018
Kazakhstan,60,5.79,1,Economy..GDP.per.Capita.,1.14,2018
Kazakhstan,60,5.79,1,Family.Support,1.52,2018
Kazakhstan,60,5.79,1,Freedom,0.45,2018
Kazakhstan,60,5.79,1,Generosity,0.15,2018
Kazakhstan,60,5.79,1,Health.Life.Expectancy,0.63,2018
Cyprus,61,5.76,1,Absence.of.Corruption,0.04,2018
Cyprus,61,5.76,1,Economy..GDP.per.Capita.,1.23,2018
Cyprus,61,5.76,1,Family.Support,1.19,2018
Cyprus,61,5.76,1,Freedom,0.42,2018
Cyprus,61,5.76,1,Generosity,0.2,2018
Cyprus,61,5.76,1,Health.Life.Expectancy,0.91,2018
Bolivia,62,5.75,1,Absence.of.Corruption,0.05,2018
Bolivia,62,5.75,1,Economy..GDP.per.Capita.,0.75,2018
Bolivia,62,5.75,1,Family.Support,1.22,2018
Bolivia,62,5.75,1,Freedom,0.61,2018
Bolivia,62,5.75,1,Generosity,0.14,2018
